,place,team,score,captured_at
0,1,Unagi,1481810,2021-07-12 17:51:47.355580
1,2,Special Weekend,1459718,2021-07-12 17:51:47.355580
2,3,RGBTeam,1431666,2021-07-12 17:51:47.355580
3,4,manarimo,1426494,2021-07-12 17:51:47.355580
4,5,chirijako,1297511,2021-07-12 17:51:47.355580
5,6,DiamondPrincess,1290389,2021-07-12 17:51:47.355580
6,7,All your poses are belong to us,1210831,2021-07-12 17:51:47.355580
7,8,Frictionless Bananas,1123559,2021-07-12 17:51:47.355580
8,9,All In,1120375,2021-07-12 17:51:47.355580
9,10,Independent Set,1103675,2021-07-12 17:51:47.355580
10,11,negainoido,1099543,2021-07-12 17:51:47.355580
11,12,sanma,1084522,2021-07-12 17:51:47.355580
12,13,Closed and Restricted Boltzmann Machine ,1069957,2021-07-12 17:51:47.355580
13,14,301,1045326,2021-07-12 17:51:47.355580
14,15,Sosuupoyo(sugoi),1037123,2021-07-12 17:51:47.355580
15,16,WILD BASHKORT MAGES,1025239,2021-07-12 17:51:47.355580
16,17,fixstars,1002688,2021-07-12 17:51:47.355580
17,18,Pigimarl,987568,2021-07-12 17:51:47.355580
18,19,pegovka,962370,2021-07-12 17:51:47.355580
19,20,CowDay,943178,2021-07-12 17:51:47.355580
20,21,Gon the Fox,933057,2021-07-12 17:51:47.355580
21,22,Olympia,916565,2021-07-12 17:51:47.355580
22,23,The Cat is #1!!,909911,2021-07-12 17:51:47.355580
23,24,"Snakes, Monkeys and Two Smoking Lambdas",901895,2021-07-12 17:51:47.355580
24,25,ã°ã¬ã¼ã¹ããªã,893565,2021-07-12 17:51:47.355580
25,26,Folding at home,881719,2021-07-12 17:51:47.355580
26,27,Powder,868551,2021-07-12 17:51:47.355580
27,28,KMC,838081,2021-07-12 17:51:47.355580
28,29,lambda-llama,837520,2021-07-12 17:51:47.355580
29,30,udfew,834819,2021-07-12 17:51:47.355580
30,31,iehn,828124,2021-07-12 17:51:47.355580
31,32,codingteam,816432,2021-07-12 17:51:47.355580
32,33,trup16,815865,2021-07-12 17:51:47.355580
33,34,Cult of the Bound Variable,814340,2021-07-12 17:51:47.355580
34,35,ichyo,797505,2021-07-12 17:51:47.355580
35,36,bowwowforeach,747810,2021-07-12 17:51:47.355580
36,37,Rotten Lambdas,723674,2021-07-12 17:51:47.355580
37,38,Dire Kettle,708500,2021-07-12 17:51:47.355580
38,39,Fish-Aobayama,687485,2021-07-12 17:51:47.355580
39,40,okaduki,638440,2021-07-12 17:51:47.355580
40,41,Side Effects May Include...,634587,2021-07-12 17:51:47.355580
41,42,Aim Tech + Godnotent,632058,2021-07-12 17:51:47.355580
42,43,undefined,623404,2021-07-12 17:51:47.355580
43,44,Zebra Infused Hamsters,608491,2021-07-12 17:51:47.355580
44,45,THIRTEEN,587300,2021-07-12 17:51:47.355580
45,46,EgÃ©r a marson,584152,2021-07-12 17:51:47.355580
46,47,Wheezards,583546,2021-07-12 17:51:47.355580
47,48,Skobochka,583446,2021-07-12 17:51:47.355580
48,49,Channable,576562,2021-07-12 17:51:47.355580
49,50,The Blind Hen,568889,2021-07-12 17:51:47.355580
50,51,ksmlb,567684,2021-07-12 17:51:47.355580
51,52,uni,561106,2021-07-12 17:51:47.355580
52,53,kstm.org,554738,2021-07-12 17:51:47.355580
53,54,Raging Mushrooms,539070,2021-07-12 17:51:47.355580
54,55,Chordify,520374,2021-07-12 17:51:47.355580
55,56,xyznlp,520065,2021-07-12 17:51:47.355580
56,57,Bottle kids!,486894,2021-07-12 17:51:47.355580
57,58,The Wild Lobsters,486369,2021-07-12 17:51:47.355580
58,59,uguu.org,476597,2021-07-12 17:51:47.355580
59,60,LILiK,461140,2021-07-12 17:51:47.355580
60,61,Invisible Imp,454575,2021-07-12 17:51:47.355580
61,62,OMG ICFP FTW,453011,2021-07-12 17:51:47.355580
62,63,Bunny Girl Senpai,444407,2021-07-12 17:51:47.355580
63,64,Yoshida Chicken Rice,442679,2021-07-12 17:51:47.355580
64,65,TBD,430075,2021-07-12 17:51:47.355580
65,66,Eldies,429437,2021-07-12 17:51:47.355580
66,67,TeamDev,425437,2021-07-12 17:51:47.355580
67,68,Vanilla Bears,422292,2021-07-12 17:51:47.355580
68,69,seladir (cw),408471,2021-07-12 17:51:47.355580
69,70,ACCESS_VIOLATION,397817,2021-07-12 17:51:47.355580
70,71,Nik & Tonsky,386637,2021-07-12 17:51:47.355580
71,72,Goretz,385113,2021-07-12 17:51:47.355580
72,73,NashFP,384485,2021-07-12 17:51:47.355580
73,74,mutability,381882,2021-07-12 17:51:47.355580
74,75,'; CREATE TABLE fun(); --,373637,2021-07-12 17:51:47.355580
75,76,code-o-matic,366770,2021-07-12 17:51:47.355580
76,77,Sigmoid Freud,361401,2021-07-12 17:51:47.355580
77,78,Piggybank Software,360737,2021-07-12 17:51:47.355580
78,79,The PET in the wall,359174,2021-07-12 17:51:47.355580
79,80,blue-poser,358958,2021-07-12 17:51:47.355580
80,81,ATS,351685,2021-07-12 17:51:47.355580
81,82,qr0m4s4n_tÃ¸4m,346653,2021-07-12 17:51:47.355580
82,83,We didn't mean to use Python,336875,2021-07-12 17:51:47.355580
83,84,cashto,330593,2021-07-12 17:51:47.355580
84,85,Rogue Operations,305392,2021-07-12 17:51:47.355580
85,86,yorofuwa,278799,2021-07-12 17:51:47.355580
86,87,Thirty spokes to make a wheel,278123,2021-07-12 17:51:47.355580
87,88,team classified,277258,2021-07-12 17:51:47.355580
88,89,IKS,276570,2021-07-12 17:51:47.355580
89,90,make_it_stream,272193,2021-07-12 17:51:47.355580
90,91,Team Sampou,269985,2021-07-12 17:51:47.355580
91,92,The aRtful MUser,269106,2021-07-12 17:51:47.355580
92,93,jabber.ru,259102,2021-07-12 17:51:47.355580
93,94,xyz600,238819,2021-07-12 17:51:47.355580
94,95,Sal's Pals,226347,2021-07-12 17:51:47.355580
95,96,Goto 11,213934,2021-07-12 17:51:47.355580
96,97,geomon,182591,2021-07-12 17:51:47.355580
97,98,tanzaku,181329,2021-07-12 17:51:47.355580
98,99,The Higher Order Of Zeuxis,175617,2021-07-12 17:51:47.355580
99,100,bymski,171320,2021-07-12 17:51:47.355580
100,101,taxidriver,166270,2021-07-12 17:51:47.355580
101,102,paiv,145533,2021-07-12 17:51:47.355580
102,103,WinterMUTE,143228,2021-07-12 17:51:47.355580
103,104,blueboars team,137556,2021-07-12 17:51:47.355580
104,105,Netvorchesk,119296,2021-07-12 17:51:47.355580
105,106,Free Tacos,108246,2021-07-12 17:51:47.355580
106,107,Sunspear,107061,2021-07-12 17:51:47.355580
107,108,balonit_bros,97876,2021-07-12 17:51:47.355580
108,109,182020,95225,2021-07-12 17:51:47.355580
109,110,The Enigma of Anilambda Fold,84034,2021-07-12 17:51:47.355580
110,111,GD,82765,2021-07-12 17:51:47.355580
111,112,Corentin,80893,2021-07-12 17:51:47.355580
112,113,cvnm,78307,2021-07-12 17:51:47.355580
113,114,Not Enough TIme,72108,2021-07-12 17:51:47.355580
114,115,Sjoerd Visscher,67901,2021-07-12 17:51:47.355580
115,116,h25,67636,2021-07-12 17:51:47.355580
116,117,Tetris Incompetence,58026,2021-07-12 17:51:47.355580
117,118,hayatox,57172,2021-07-12 17:51:47.355580
118,119,Overfull \hbox,56673,2021-07-12 17:51:47.355580
119,120,Ichigo Nudibranch,54610,2021-07-12 17:51:47.355580
120,121,Lyrical Tokarev,51530,2021-07-12 17:51:47.355580
121,122,raz,44320,2021-07-12 17:51:47.355580
122,123, Î»x.,44149,2021-07-12 17:51:47.355580
123,124,Office 14,42279,2021-07-12 17:51:47.355580
124,125,NCPLUG,41019,2021-07-12 17:51:47.355580
125,126,dis_functional,34604,2021-07-12 17:51:47.355580
126,127,lost in sente,26734,2021-07-12 17:51:47.355580
127,128,sumoru,26286,2021-07-12 17:51:47.355580
128,129,RAINBOU,26093,2021-07-12 17:51:47.355580
129,130,chaos,21677,2021-07-12 17:51:47.355580
130,131,R22b,18858,2021-07-12 17:51:47.355580
131,132,"I, Albatross",17611,2021-07-12 17:51:47.355580
132,133,mnuyav,16987,2021-07-12 17:51:47.355580
