,place,team,score,captured_at
0,1,Special Weekend,1411605,2021-07-12 03:13:39.397211
1,2,RGBTeam,1368809,2021-07-12 03:13:39.397211
2,3,Unagi,1342028,2021-07-12 03:13:39.397211
3,4,manarimo,1271116,2021-07-12 03:13:39.397211
4,5,chirijako,1230444,2021-07-12 03:13:39.397211
5,6,DiamondPrincess,1146382,2021-07-12 03:13:39.397211
6,7,All In,1139764,2021-07-12 03:13:39.397211
7,8,All your poses are belong to us,974943,2021-07-12 03:13:39.397211
8,9,Independent Set,924737,2021-07-12 03:13:39.397211
9,10,negainoido,873359,2021-07-12 03:13:39.397211
10,11,301,872633,2021-07-12 03:13:39.397211
11,12,Olympia,869679,2021-07-12 03:13:39.397211
12,13,pegovka,864591,2021-07-12 03:13:39.397211
13,14,sanma,862955,2021-07-12 03:13:39.397211
14,15,fixstars,837196,2021-07-12 03:13:39.397211
15,16,WILD BASHKORT MAGES,831570,2021-07-12 03:13:39.397211
16,17,CowDay,826151,2021-07-12 03:13:39.397211
17,18,Closed and Restricted Boltzmann Machine ,811919,2021-07-12 03:13:39.397211
18,19,iehn,785018,2021-07-12 03:13:39.397211
19,20,Pigimarl,773834,2021-07-12 03:13:39.397211
20,21,Folding at home,773077,2021-07-12 03:13:39.397211
21,22,Sosuupoyo(sugoi),746802,2021-07-12 03:13:39.397211
22,23,KMC,711935,2021-07-12 03:13:39.397211
23,24,ichyo,710345,2021-07-12 03:13:39.397211
24,25,bowwowforeach,702019,2021-07-12 03:13:39.397211
25,26,Gon the Fox,697872,2021-07-12 03:13:39.397211
26,27,The Cat is #1!!,660643,2021-07-12 03:13:39.397211
27,28,Powder,638957,2021-07-12 03:13:39.397211
28,29,Aim Tech + Godnotent,635886,2021-07-12 03:13:39.397211
29,30,codingteam,622966,2021-07-12 03:13:39.397211
30,31,lambda-llama,610529,2021-07-12 03:13:39.397211
31,32,ã°ã¬ã¼ã¹ããªã,600515,2021-07-12 03:13:39.397211
32,33,udfew,585808,2021-07-12 03:13:39.397211
33,34,Fish-Aobayama,576644,2021-07-12 03:13:39.397211
34,35,THIRTEEN,554390,2021-07-12 03:13:39.397211
35,36,Zebra Infused Hamsters,553723,2021-07-12 03:13:39.397211
36,37,Cult of the Bound Variable,553362,2021-07-12 03:13:39.397211
37,38,Rotten Lambdas,544066,2021-07-12 03:13:39.397211
38,39,undefined,533899,2021-07-12 03:13:39.397211
39,40,Skobochka,521234,2021-07-12 03:13:39.397211
40,41,kstm.org,506270,2021-07-12 03:13:39.397211
41,42,"Snakes, Monkeys and Two Smoking Lambdas",504728,2021-07-12 03:13:39.397211
42,43,Side Effects May Include...,488362,2021-07-12 03:13:39.397211
43,44,okaduki,486039,2021-07-12 03:13:39.397211
44,45,Chordify,452746,2021-07-12 03:13:39.397211
45,46,Bunny Girl Senpai,446998,2021-07-12 03:13:39.397211
46,47,Yoshida Chicken Rice,446756,2021-07-12 03:13:39.397211
47,48,LILiK,444257,2021-07-12 03:13:39.397211
48,49,ksmlb,441193,2021-07-12 03:13:39.397211
49,50,trup16,434671,2021-07-12 03:13:39.397211
50,51,uni,410548,2021-07-12 03:13:39.397211
51,52,Wheezards,407253,2021-07-12 03:13:39.397211
52,53,cwfork,403212,2021-07-12 03:13:39.397211
53,54,ACCESS_VIOLATION,388358,2021-07-12 03:13:39.397211
54,55,mutability,384600,2021-07-12 03:13:39.397211
55,56,xyznlp,380172,2021-07-12 03:13:39.397211
56,57,Raging Mushrooms,372238,2021-07-12 03:13:39.397211
57,58,EgÃ©r a marson,363154,2021-07-12 03:13:39.397211
58,59,blue-poser,360847,2021-07-12 03:13:39.397211
59,60,TBD,358250,2021-07-12 03:13:39.397211
60,61,ATS,353271,2021-07-12 03:13:39.397211
61,62,Eldies,349019,2021-07-12 03:13:39.397211
62,63,Vanilla Bears,336034,2021-07-12 03:13:39.397211
63,64,TeamDev,329424,2021-07-12 03:13:39.397211
64,65,'; CREATE TABLE fun(); --,327650,2021-07-12 03:13:39.397211
65,66,The PET in the wall,320332,2021-07-12 03:13:39.397211
66,67,Goretz,314529,2021-07-12 03:13:39.397211
67,68,Rogue Operations,309605,2021-07-12 03:13:39.397211
68,69,Channable,308690,2021-07-12 03:13:39.397211
69,70,uguu.org,282045,2021-07-12 03:13:39.397211
70,71,Frictionless Bananas,280606,2021-07-12 03:13:39.397211
71,72,The Blind Hen,277103,2021-07-12 03:13:39.397211
72,73,code-o-matic,273352,2021-07-12 03:13:39.397211
73,74,We didn't mean to use Python,272300,2021-07-12 03:13:39.397211
74,75,Nik & Tonsky,267305,2021-07-12 03:13:39.397211
75,76,IKS,264696,2021-07-12 03:13:39.397211
76,77,jabber.ru,259922,2021-07-12 03:13:39.397211
77,78,xyz600,239990,2021-07-12 03:13:39.397211
78,79,Bottle kids!,237481,2021-07-12 03:13:39.397211
79,80,team classified,236805,2021-07-12 03:13:39.397211
80,81,cashto,229138,2021-07-12 03:13:39.397211
81,82,The aRtful MUser,221963,2021-07-12 03:13:39.397211
82,83,Goto 11,214016,2021-07-12 03:13:39.397211
83,84,Sigmoid Freud,208587,2021-07-12 03:13:39.397211
84,85,Piggybank Software,190286,2021-07-12 03:13:39.397211
85,86,geomon,183040,2021-07-12 03:13:39.397211
