,place,team,score,captured_at
0,1,Special Weekend,1446310,2021-07-12 06:24:19.869327
1,2,RGBTeam,1396939,2021-07-12 06:24:19.869327
2,3,manarimo,1369873,2021-07-12 06:24:19.869327
3,4,Unagi,1353947,2021-07-12 06:24:19.869327
4,5,chirijako,1232543,2021-07-12 06:24:19.869327
5,6,DiamondPrincess,1147579,2021-07-12 06:24:19.869327
6,7,All In,1129307,2021-07-12 06:24:19.869327
7,8,fixstars,1027779,2021-07-12 06:24:19.869327
8,9,negainoido,968696,2021-07-12 06:24:19.869327
9,10,WILD BASHKORT MAGES,944683,2021-07-12 06:24:19.869327
10,11,Independent Set,926499,2021-07-12 06:24:19.869327
11,12,sanma,894023,2021-07-12 06:24:19.869327
12,13,301,891208,2021-07-12 06:24:19.869327
13,14,Olympia,881259,2021-07-12 06:24:19.869327
14,15,pegovka,852330,2021-07-12 06:24:19.869327
15,16,Closed and Restricted Boltzmann Machine ,851826,2021-07-12 06:24:19.869327
16,17,CowDay,834193,2021-07-12 06:24:19.869327
17,18,Pigimarl,807907,2021-07-12 06:24:19.869327
18,19,KMC,805129,2021-07-12 06:24:19.869327
19,20,Folding at home,801410,2021-07-12 06:24:19.869327
20,21,iehn,785318,2021-07-12 06:24:19.869327
21,22,Sosuupoyo(sugoi),754335,2021-07-12 06:24:19.869327
22,23,Powder,735383,2021-07-12 06:24:19.869327
23,24,ichyo,728617,2021-07-12 06:24:19.869327
24,25,codingteam,715049,2021-07-12 06:24:19.869327
25,26,bowwowforeach,706354,2021-07-12 06:24:19.869327
26,27,Gon the Fox,697218,2021-07-12 06:24:19.869327
27,28,The Cat is #1!!,668167,2021-07-12 06:24:19.869327
28,29,udfew,641811,2021-07-12 06:24:19.869327
29,30,lambda-llama,637539,2021-07-12 06:24:19.869327
30,31,Aim Tech + Godnotent,635886,2021-07-12 06:24:19.869327
31,32,Side Effects May Include...,629296,2021-07-12 06:24:19.869327
32,33,ã°ã¬ã¼ã¹ããªã,600648,2021-07-12 06:24:19.869327
33,34,undefined,582322,2021-07-12 06:24:19.869327
34,35,Rotten Lambdas,581413,2021-07-12 06:24:19.869327
35,36,Fish-Aobayama,576528,2021-07-12 06:24:19.869327
36,37,Zebra Infused Hamsters,575430,2021-07-12 06:24:19.869327
37,38,TBD,573669,2021-07-12 06:24:19.869327
38,39,Cult of the Bound Variable,564958,2021-07-12 06:24:19.869327
39,40,THIRTEEN,553680,2021-07-12 06:24:19.869327
40,41,"Snakes, Monkeys and Two Smoking Lambdas",532438,2021-07-12 06:24:19.869327
41,42,kstm.org,531571,2021-07-12 06:24:19.869327
42,43,Skobochka,524213,2021-07-12 06:24:19.869327
43,44,okaduki,513417,2021-07-12 06:24:19.869327
44,45,uni,508066,2021-07-12 06:24:19.869327
45,46,All your poses are belong to us,491400,2021-07-12 06:24:19.869327
46,47,ksmlb,475717,2021-07-12 06:24:19.869327
47,48,Chordify,472110,2021-07-12 06:24:19.869327
48,49,Bunny Girl Senpai,446998,2021-07-12 06:24:19.869327
49,50,Yoshida Chicken Rice,446517,2021-07-12 06:24:19.869327
50,51,xyznlp,444399,2021-07-12 06:24:19.869327
51,52,LILiK,443646,2021-07-12 06:24:19.869327
52,53,trup16,434634,2021-07-12 06:24:19.869327
53,54,Wheezards,428723,2021-07-12 06:24:19.869327
