,place,team,score,captured_at
0,1,Unagi,1483574,2021-07-12 15:01:11.505685
1,2,Special Weekend,1451193,2021-07-12 15:01:11.505685
2,3,RGBTeam,1426612,2021-07-12 15:01:11.505685
3,4,manarimo,1416140,2021-07-12 15:01:11.505685
4,5,DiamondPrincess,1259423,2021-07-12 15:01:11.505685
5,6,chirijako,1252658,2021-07-12 15:01:11.505685
6,7,All your poses are belong to us,1194931,2021-07-12 15:01:11.505685
7,8,All In,1125466,2021-07-12 15:01:11.505685
8,9,negainoido,1070463,2021-07-12 15:01:11.505685
9,10,Closed and Restricted Boltzmann Machine ,1032467,2021-07-12 15:01:11.505685
10,11,sanma,1011973,2021-07-12 15:01:11.505685
11,12,fixstars,1007222,2021-07-12 15:01:11.505685
12,13,WILD BASHKORT MAGES,1006426,2021-07-12 15:01:11.505685
13,14,Sosuupoyo(sugoi),1002681,2021-07-12 15:01:11.505685
14,15,Independent Set,935021,2021-07-12 15:01:11.505685
15,16,Frictionless Bananas,930756,2021-07-12 15:01:11.505685
16,17,CowDay,910366,2021-07-12 15:01:11.505685
17,18,301,908192,2021-07-12 15:01:11.505685
18,19,Olympia,904938,2021-07-12 15:01:11.505685
19,20,pegovka,903350,2021-07-12 15:01:11.505685
20,21,Pigimarl,901034,2021-07-12 15:01:11.505685
21,22,The Cat is #1!!,873642,2021-07-12 15:01:11.505685
22,23,"Snakes, Monkeys and Two Smoking Lambdas",872527,2021-07-12 15:01:11.505685
23,24,Gon the Fox,869711,2021-07-12 15:01:11.505685
24,25,Folding at home,868532,2021-07-12 15:01:11.505685
25,26,Powder,861183,2021-07-12 15:01:11.505685
26,27,KMC,836934,2021-07-12 15:01:11.505685
27,28,iehn,817045,2021-07-12 15:01:11.505685
28,29,trup16,816945,2021-07-12 15:01:11.505685
29,30,lambda-llama,812769,2021-07-12 15:01:11.505685
30,31,udfew,792975,2021-07-12 15:01:11.505685
31,32,Cult of the Bound Variable,788768,2021-07-12 15:01:11.505685
32,33,ichyo,766236,2021-07-12 15:01:11.505685
33,34,ã°ã¬ã¼ã¹ããªã,764387,2021-07-12 15:01:11.505685
