,place,team,score,captured_at
0,1,Special Weekend,1394544,2021-07-12 01:58:23.054011
1,2,Unagi,1294321,2021-07-12 01:58:23.054011
2,3,RGBTeam,1284599,2021-07-12 01:58:23.054011
3,4,manarimo,1275534,2021-07-12 01:58:23.054011
4,5,chirijako,1190951,2021-07-12 01:58:23.054011
5,6,DiamondPrincess,1151819,2021-07-12 01:58:23.054011
6,7,All In,1137143,2021-07-12 01:58:23.054011
7,8,Independent Set,925381,2021-07-12 01:58:23.054011
8,9,301,873528,2021-07-12 01:58:23.054011
9,10,Olympia,855997,2021-07-12 01:58:23.054011
10,11,negainoido,853450,2021-07-12 01:58:23.054011
11,12,fixstars,839429,2021-07-12 01:58:23.054011
12,13,sanma,837694,2021-07-12 01:58:23.054011
13,14,pegovka,800121,2021-07-12 01:58:23.054011
14,15,CowDay,799146,2021-07-12 01:58:23.054011
15,16,iehn,787962,2021-07-12 01:58:23.054011
16,17,Folding at home,769872,2021-07-12 01:58:23.054011
17,18,WILD BASHKORT MAGES,756324,2021-07-12 01:58:23.054011
18,19,Sosuupoyo(sugoi),747376,2021-07-12 01:58:23.054011
19,20,bowwowforeach,704934,2021-07-12 01:58:23.054011
20,21,Gon the Fox,698214,2021-07-12 01:58:23.054011
21,22,Closed and Restricted Boltzmann Machine ,697007,2021-07-12 01:58:23.054011
22,23,ichyo,692574,2021-07-12 01:58:23.054011
23,24,All your poses are belong to us,686592,2021-07-12 01:58:23.054011
24,25,KMC,678796,2021-07-12 01:58:23.054011
25,26,Aim Tech + Godnotent,636656,2021-07-12 01:58:23.054011
26,27,codingteam,618802,2021-07-12 01:58:23.054011
27,28,lambda-llama,611754,2021-07-12 01:58:23.054011
28,29,Powder,606825,2021-07-12 01:58:23.054011
29,30,ã°ã¬ã¼ã¹ããªã,604131,2021-07-12 01:58:23.054011
30,31,The Cat is #1!!,598664,2021-07-12 01:58:23.054011
31,32,udfew,585982,2021-07-12 01:58:23.054011
32,33,Fish-Aobayama,576887,2021-07-12 01:58:23.054011
33,34,Rotten Lambdas,544815,2021-07-12 01:58:23.054011
34,35,THIRTEEN,526354,2021-07-12 01:58:23.054011
35,36,undefined,524080,2021-07-12 01:58:23.054011
36,37,Skobochka,522187,2021-07-12 01:58:23.054011
37,38,"Snakes, Monkeys and Two Smoking Lambdas",505075,2021-07-12 01:58:23.054011
38,39,kstm.org,503557,2021-07-12 01:58:23.054011
39,40,Side Effects May Include...,489838,2021-07-12 01:58:23.054011
40,41,Zebra Infused Hamsters,477028,2021-07-12 01:58:23.054011
41,42,okaduki,476278,2021-07-12 01:58:23.054011
42,43,Pigimarl,463386,2021-07-12 01:58:23.054011
43,44,Chordify,453222,2021-07-12 01:58:23.054011
44,45,Bunny Girl Senpai,447176,2021-07-12 01:58:23.054011
45,46,Yoshida Chicken Rice,446993,2021-07-12 01:58:23.054011
46,47,Cult of the Bound Variable,442317,2021-07-12 01:58:23.054011
47,48,LILiK,416375,2021-07-12 01:58:23.054011
48,49,ksmlb,407002,2021-07-12 01:58:23.054011
49,50,Wheezards,404730,2021-07-12 01:58:23.054011
50,51,mutability,384758,2021-07-12 01:58:23.054011
51,52,cwfork,367525,2021-07-12 01:58:23.054011
52,53,xyznlp,366906,2021-07-12 01:58:23.054011
53,54,Raging Mushrooms,363954,2021-07-12 01:58:23.054011
54,55,blue-poser,361031,2021-07-12 01:58:23.054011
55,56,ATS,353556,2021-07-12 01:58:23.054011
56,57,Eldies,349497,2021-07-12 01:58:23.054011
57,58,'; CREATE TABLE fun(); --,327996,2021-07-12 01:58:23.054011
58,59,TBD,324588,2021-07-12 01:58:23.054011
59,60,Vanilla Bears,316713,2021-07-12 01:58:23.054011
60,61,TeamDev,315688,2021-07-12 01:58:23.054011
61,62,Goretz,314718,2021-07-12 01:58:23.054011
62,63,Rogue Operations,310615,2021-07-12 01:58:23.054011
63,64,Channable,308868,2021-07-12 01:58:23.054011
64,65,uni,306946,2021-07-12 01:58:23.054011
65,66,EgÃ©r a marson,293448,2021-07-12 01:58:23.054011
66,67,ACCESS_VIOLATION,283106,2021-07-12 01:58:23.054011
67,68,Frictionless Bananas,280775,2021-07-12 01:58:23.054011
68,69,uguu.org,274894,2021-07-12 01:58:23.054011
69,70,code-o-matic,273580,2021-07-12 01:58:23.054011
70,71,Nik & Tonsky,268232,2021-07-12 01:58:23.054011
71,72,We didn't mean to use Python,266890,2021-07-12 01:58:23.054011
72,73,IKS,264296,2021-07-12 01:58:23.054011
73,74,jabber.ru,260012,2021-07-12 01:58:23.054011
74,75,The Blind Hen,256227,2021-07-12 01:58:23.054011
75,76,The PET in the wall,243323,2021-07-12 01:58:23.054011
76,77,xyz600,240150,2021-07-12 01:58:23.054011
77,78,Bottle kids!,237650,2021-07-12 01:58:23.054011
78,79,cashto,229536,2021-07-12 01:58:23.054011
79,80,team classified,225951,2021-07-12 01:58:23.054011
80,81,The aRtful MUser,222129,2021-07-12 01:58:23.054011
81,82,Goto 11,213262,2021-07-12 01:58:23.054011
82,83,Piggybank Software,190742,2021-07-12 01:58:23.054011
83,84,Sigmoid Freud,187488,2021-07-12 01:58:23.054011
84,85,geomon,183040,2021-07-12 01:58:23.054011
85,86,The Wild Lobsters,165430,2021-07-12 01:58:23.054011
86,87,Team Sampou,149286,2021-07-12 01:58:23.054011
87,88,paiv,147354,2021-07-12 01:58:23.054011
88,89,make_it_stream,144043,2021-07-12 01:58:23.054011
89,90,blueboars team,137927,2021-07-12 01:58:23.054011
90,91,yorofuwa,124049,2021-07-12 01:58:23.054011
91,92,Netvorchesk,119922,2021-07-12 01:58:23.054011
92,93,OMG ICFP FTW,112935,2021-07-12 01:58:23.054011
93,94,Sal's Pals,112375,2021-07-12 01:58:23.054011
94,95,cvnm,79061,2021-07-12 01:58:23.054011
95,96,182020,77800,2021-07-12 01:58:23.054011
96,97,taxidriver,68310,2021-07-12 01:58:23.054011
97,98,h25,67937,2021-07-12 01:58:23.054011
98,99,Sjoerd Visscher,67901,2021-07-12 01:58:23.054011
99,100,Thirty spokes to make a wheel,62579,2021-07-12 01:58:23.054011
100,101,Sunspear,61599,2021-07-12 01:58:23.054011
101,102,hayatox,58119,2021-07-12 01:58:23.054011
102,103,Tetris Incompetence,58026,2021-07-12 01:58:23.054011
103,104,Overfull \hbox,56673,2021-07-12 01:58:23.054011
104,105,Lyrical Tokarev,56424,2021-07-12 01:58:23.054011
105,106,The Enigma of Anilambda Fold,56007,2021-07-12 01:58:23.054011
106,107,Ichigo Nudibranch,54665,2021-07-12 01:58:23.054011
107,108,WinterMUTE,51230,2021-07-12 01:58:23.054011
108,109,Not Enough TIme,46886,2021-07-12 01:58:23.054011
109,110, Î»x.,44149,2021-07-12 01:58:23.054011
110,111,trup16,44085,2021-07-12 01:58:23.054011
111,112,Office 14,42720,2021-07-12 01:58:23.054011
112,113,NCPLUG,41019,2021-07-12 01:58:23.054011
113,114,raz,39335,2021-07-12 01:58:23.054011
114,115,NashFP,36984,2021-07-12 01:58:23.054011
115,116,bymski,27446,2021-07-12 01:58:23.054011
116,117,lost in sente,26734,2021-07-12 01:58:23.054011
117,118,sumoru,26286,2021-07-12 01:58:23.054011
118,119,RAINBOU,26137,2021-07-12 01:58:23.054011
119,120,qr0m4s4n_tÃ¸4m,25397,2021-07-12 01:58:23.054011
120,121,Free Tacos,25065,2021-07-12 01:58:23.054011
121,122,tanzaku,24771,2021-07-12 01:58:23.054011
122,123,dis_functional,22957,2021-07-12 01:58:23.054011
123,124,R22b,18858,2021-07-12 01:58:23.054011
124,125,mnuyav,17381,2021-07-12 01:58:23.054011
