,place,team,score,captured_at
0,1,Unagi,1484107,2021-07-12 15:16:14.692290
1,2,Special Weekend,1450451,2021-07-12 15:16:14.692290
2,3,RGBTeam,1425005,2021-07-12 15:16:14.692290
3,4,manarimo,1415476,2021-07-12 15:16:14.692290
4,5,DiamondPrincess,1260089,2021-07-12 15:16:14.692290
5,6,chirijako,1251954,2021-07-12 15:16:14.692290
6,7,All your poses are belong to us,1209468,2021-07-12 15:16:14.692290
7,8,All In,1124800,2021-07-12 15:16:14.692290
8,9,negainoido,1069749,2021-07-12 15:16:14.692290
9,10,Closed and Restricted Boltzmann Machine ,1052153,2021-07-12 15:16:14.692290
10,11,sanma,1019323,2021-07-12 15:16:14.692290
11,12,fixstars,1006557,2021-07-12 15:16:14.692290
12,13,WILD BASHKORT MAGES,1005899,2021-07-12 15:16:14.692290
13,14,Sosuupoyo(sugoi),1001946,2021-07-12 15:16:14.692290
14,15,Independent Set,934468,2021-07-12 15:16:14.692290
15,16,Frictionless Bananas,929996,2021-07-12 15:16:14.692290
16,17,CowDay,909897,2021-07-12 15:16:14.692290
17,18,301,907643,2021-07-12 15:16:14.692290
18,19,Olympia,904362,2021-07-12 15:16:14.692290
19,20,pegovka,902762,2021-07-12 15:16:14.692290
20,21,Pigimarl,900497,2021-07-12 15:16:14.692290
21,22,Gon the Fox,883730,2021-07-12 15:16:14.692290
22,23,The Cat is #1!!,873148,2021-07-12 15:16:14.692290
23,24,"Snakes, Monkeys and Two Smoking Lambdas",871934,2021-07-12 15:16:14.692290
24,25,Folding at home,868112,2021-07-12 15:16:14.692290
25,26,Powder,860662,2021-07-12 15:16:14.692290
26,27,udfew,837259,2021-07-12 15:16:14.692290
27,28,KMC,836546,2021-07-12 15:16:14.692290
28,29,trup16,817019,2021-07-12 15:16:14.692290
29,30,iehn,816553,2021-07-12 15:16:14.692290
30,31,lambda-llama,812548,2021-07-12 15:16:14.692290
31,32,Cult of the Bound Variable,788276,2021-07-12 15:16:14.692290
32,33,ichyo,768700,2021-07-12 15:16:14.692290
33,34,ã°ã¬ã¼ã¹ããªã,763816,2021-07-12 15:16:14.692290
34,35,bowwowforeach,738682,2021-07-12 15:16:14.692290
35,36,codingteam,720768,2021-07-12 15:16:14.692290
36,37,Rotten Lambdas,702449,2021-07-12 15:16:14.692290
37,38,Dire Kettle,691460,2021-07-12 15:16:14.692290
38,39,Fish-Aobayama,648692,2021-07-12 15:16:14.692290
39,40,Side Effects May Include...,636996,2021-07-12 15:16:14.692290
40,41,Aim Tech + Godnotent,633152,2021-07-12 15:16:14.692290
41,42,okaduki,627717,2021-07-12 15:16:14.692290
42,43,Zebra Infused Hamsters,618818,2021-07-12 15:16:14.692290
43,44,undefined,590376,2021-07-12 15:16:14.692290
44,45,THIRTEEN,588677,2021-07-12 15:16:14.692290
45,46,Skobochka,578596,2021-07-12 15:16:14.692290
46,47,The Blind Hen,566384,2021-07-12 15:16:14.692290
47,48,kstm.org,549439,2021-07-12 15:16:14.692290
48,49,EgÃ©r a marson,548887,2021-07-12 15:16:14.692290
49,50,ksmlb,544907,2021-07-12 15:16:14.692290
50,51,Chordify,520877,2021-07-12 15:16:14.692290
51,52,TBD,517966,2021-07-12 15:16:14.692290
52,53,uni,505647,2021-07-12 15:16:14.692290
53,54,xyznlp,503248,2021-07-12 15:16:14.692290
54,55,Raging Mushrooms,495073,2021-07-12 15:16:14.692290
55,56,Bottle kids!,468291,2021-07-12 15:16:14.692290
56,57,LILiK,457450,2021-07-12 15:16:14.692290
57,58,The Wild Lobsters,447911,2021-07-12 15:16:14.692290
58,59,Bunny Girl Senpai,445015,2021-07-12 15:16:14.692290
59,60,Yoshida Chicken Rice,443345,2021-07-12 15:16:14.692290
60,61,Invisible Imp,440194,2021-07-12 15:16:14.692290
61,62,Wheezards,435889,2021-07-12 15:16:14.692290
62,63,TeamDev,427408,2021-07-12 15:16:14.692290
63,64,seladir (cw),409968,2021-07-12 15:16:14.692290
64,65,ACCESS_VIOLATION,398916,2021-07-12 15:16:14.692290
65,66,Eldies,394041,2021-07-12 15:16:14.692290
66,67,Nik & Tonsky,387701,2021-07-12 15:16:14.692290
67,68,mutability,382593,2021-07-12 15:16:14.692290
68,69,Vanilla Bears,377017,2021-07-12 15:16:14.692290
69,70,'; CREATE TABLE fun(); --,374644,2021-07-12 15:16:14.692290
70,71,NashFP,368512,2021-07-12 15:16:14.692290
71,72,uguu.org,368491,2021-07-12 15:16:14.692290
72,73,Channable,368076,2021-07-12 15:16:14.692290
73,74,Goretz,365744,2021-07-12 15:16:14.692290
74,75,Piggybank Software,361818,2021-07-12 15:16:14.692290
75,76,The PET in the wall,360694,2021-07-12 15:16:14.692290
76,77,blue-poser,359415,2021-07-12 15:16:14.692290
77,78,code-o-matic,357231,2021-07-12 15:16:14.692290
78,79,ATS,352604,2021-07-12 15:16:14.692290
79,80,qr0m4s4n_tÃ¸4m,348013,2021-07-12 15:16:14.692290
80,81,Sigmoid Freud,342179,2021-07-12 15:16:14.692290
81,82,We didn't mean to use Python,337522,2021-07-12 15:16:14.692290
82,83,cashto,316492,2021-07-12 15:16:14.692290
83,84,Rogue Operations,307212,2021-07-12 15:16:14.692290
84,85,team classified,272658,2021-07-12 15:16:14.692290
85,86,IKS,271147,2021-07-12 15:16:14.692290
86,87,jabber.ru,259770,2021-07-12 15:16:14.692290
87,88,OMG ICFP FTW,251050,2021-07-12 15:16:14.692290
88,89,yorofuwa,249819,2021-07-12 15:16:14.692290
89,90,The aRtful MUser,248648,2021-07-12 15:16:14.692290
90,91,make_it_stream,246197,2021-07-12 15:16:14.692290
91,92,Thirty spokes to make a wheel,243530,2021-07-12 15:16:14.692290
92,93,xyz600,239412,2021-07-12 15:16:14.692290
93,94,Team Sampou,228491,2021-07-12 15:16:14.692290
94,95,Sal's Pals,226812,2021-07-12 15:16:14.692290
95,96,Goto 11,214397,2021-07-12 15:16:14.692290
96,97,geomon,182995,2021-07-12 15:16:14.692290
97,98,tanzaku,182033,2021-07-12 15:16:14.692290
98,99,The Higher Order Of Zeuxis,165419,2021-07-12 15:16:14.692290
99,100,taxidriver,150844,2021-07-12 15:16:14.692290
100,101,WinterMUTE,149394,2021-07-12 15:16:14.692290
101,102,bymski,148883,2021-07-12 15:16:14.692290
102,103,paiv,146004,2021-07-12 15:16:14.692290
103,104,blueboars team,137606,2021-07-12 15:16:14.692290
104,105,Netvorchesk,119721,2021-07-12 15:16:14.692290
105,106,Free Tacos,108642,2021-07-12 15:16:14.692290
106,107,Sunspear,107109,2021-07-12 15:16:14.692290
107,108,balonit_bros,92882,2021-07-12 15:16:14.692290
108,109,182020,89093,2021-07-12 15:16:14.692290
109,110,The Enigma of Anilambda Fold,84034,2021-07-12 15:16:14.692290
110,111,cvnm,78755,2021-07-12 15:16:14.692290
111,112,Corentin,73261,2021-07-12 15:16:14.692290
112,113,Not Enough TIme,72108,2021-07-12 15:16:14.692290
113,114,GD,72091,2021-07-12 15:16:14.692290
114,115,Sjoerd Visscher,67901,2021-07-12 15:16:14.692290
115,116,h25,67684,2021-07-12 15:16:14.692290
116,117,Tetris Incompetence,58026,2021-07-12 15:16:14.692290
117,118,hayatox,57760,2021-07-12 15:16:14.692290
118,119,Overfull \hbox,56673,2021-07-12 15:16:14.692290
119,120,Ichigo Nudibranch,54610,2021-07-12 15:16:14.692290
120,121,Lyrical Tokarev,51530,2021-07-12 15:16:14.692290
121,122,raz,44320,2021-07-12 15:16:14.692290
