,place,team,score,captured_at
0,1,Unagi,1479226,2021-07-12 12:45:42.282037
1,2,Special Weekend,1451675,2021-07-12 12:45:42.282037
2,3,RGBTeam,1417249,2021-07-12 12:45:42.282037
3,4,manarimo,1350279,2021-07-12 12:45:42.282037
4,5,chirijako,1234993,2021-07-12 12:45:42.282037
5,6,DiamondPrincess,1218461,2021-07-12 12:45:42.282037
6,7,All your poses are belong to us,1184461,2021-07-12 12:45:42.282037
7,8,All In,1128233,2021-07-12 12:45:42.282037
8,9,negainoido,1064582,2021-07-12 12:45:42.282037
9,10,fixstars,1009087,2021-07-12 12:45:42.282037
10,11,sanma,998641,2021-07-12 12:45:42.282037
11,12,WILD BASHKORT MAGES,992220,2021-07-12 12:45:42.282037
12,13,Closed and Restricted Boltzmann Machine ,990870,2021-07-12 12:45:42.282037
13,14,Sosuupoyo(sugoi),960949,2021-07-12 12:45:42.282037
14,15,Independent Set,925973,2021-07-12 12:45:42.282037
15,16,301,910086,2021-07-12 12:45:42.282037
16,17,Frictionless Bananas,909466,2021-07-12 12:45:42.282037
17,18,Pigimarl,902560,2021-07-12 12:45:42.282037
18,19,Olympia,896896,2021-07-12 12:45:42.282037
19,20,pegovka,888675,2021-07-12 12:45:42.282037
20,21,Folding at home,869984,2021-07-12 12:45:42.282037
21,22,The Cat is #1!!,857142,2021-07-12 12:45:42.282037
22,23,CowDay,849745,2021-07-12 12:45:42.282037
23,24,KMC,819603,2021-07-12 12:45:42.282037
24,25,"Snakes, Monkeys and Two Smoking Lambdas",816074,2021-07-12 12:45:42.282037
25,26,lambda-llama,813392,2021-07-12 12:45:42.282037
26,27,iehn,798626,2021-07-12 12:45:42.282037
27,28,trup16,796469,2021-07-12 12:45:42.282037
28,29,udfew,793885,2021-07-12 12:45:42.282037
29,30,Powder,782010,2021-07-12 12:45:42.282037
30,31,ichyo,749326,2021-07-12 12:45:42.282037
31,32,bowwowforeach,746559,2021-07-12 12:45:42.282037
32,33,Gon the Fox,743242,2021-07-12 12:45:42.282037
33,34,codingteam,708153,2021-07-12 12:45:42.282037
34,35,Cult of the Bound Variable,707565,2021-07-12 12:45:42.282037
35,36,Rotten Lambdas,672208,2021-07-12 12:45:42.282037
36,37,Side Effects May Include...,635162,2021-07-12 12:45:42.282037
37,38,Aim Tech + Godnotent,633456,2021-07-12 12:45:42.282037
38,39,Zebra Infused Hamsters,620877,2021-07-12 12:45:42.282037
39,40,Fish-Aobayama,608563,2021-07-12 12:45:42.282037
40,41,Dire Kettle,604057,2021-07-12 12:45:42.282037
41,42,okaduki,600310,2021-07-12 12:45:42.282037
42,43,ã°ã¬ã¼ã¹ããªã,589831,2021-07-12 12:45:42.282037
43,44,THIRTEEN,585625,2021-07-12 12:45:42.282037
44,45,undefined,584592,2021-07-12 12:45:42.282037
45,46,Skobochka,579987,2021-07-12 12:45:42.282037
46,47,TBD,569498,2021-07-12 12:45:42.282037
