,place,team,score,captured_at
0,1,Special Weekend,1432921,2021-07-12 07:39:36.246440
1,2,manarimo,1368861,2021-07-12 07:39:36.246440
2,3,RGBTeam,1365890,2021-07-12 07:39:36.246440
3,4,Unagi,1326715,2021-07-12 07:39:36.246440
4,5,chirijako,1230633,2021-07-12 07:39:36.246440
5,6,DiamondPrincess,1145505,2021-07-12 07:39:36.246440
6,7,All In,1128503,2021-07-12 07:39:36.246440
7,8,fixstars,1025099,2021-07-12 07:39:36.246440
8,9,WILD BASHKORT MAGES,968109,2021-07-12 07:39:36.246440
9,10,negainoido,941607,2021-07-12 07:39:36.246440
10,11,Closed and Restricted Boltzmann Machine ,927539,2021-07-12 07:39:36.246440
11,12,Independent Set,924986,2021-07-12 07:39:36.246440
12,13,301,915207,2021-07-12 07:39:36.246440
13,14,Olympia,902912,2021-07-12 07:39:36.246440
14,15,sanma,893949,2021-07-12 07:39:36.246440
15,16,pegovka,877115,2021-07-12 07:39:36.246440
16,17,CowDay,837897,2021-07-12 07:39:36.246440
17,18,Pigimarl,807284,2021-07-12 07:39:36.246440
18,19,Folding at home,805669,2021-07-12 07:39:36.246440
19,20,KMC,800880,2021-07-12 07:39:36.246440
20,21,iehn,784652,2021-07-12 07:39:36.246440
21,22,Powder,751336,2021-07-12 07:39:36.246440
22,23,ichyo,734602,2021-07-12 07:39:36.246440
23,24,codingteam,713882,2021-07-12 07:39:36.246440
24,25,Gon the Fox,709014,2021-07-12 07:39:36.246440
25,26,bowwowforeach,705592,2021-07-12 07:39:36.246440
26,27,udfew,686737,2021-07-12 07:39:36.246440
27,28,The Cat is #1!!,663786,2021-07-12 07:39:36.246440
28,29,lambda-llama,658109,2021-07-12 07:39:36.246440
29,30,All your poses are belong to us,643680,2021-07-12 07:39:36.246440
30,31,Side Effects May Include...,638900,2021-07-12 07:39:36.246440
31,32,Aim Tech + Godnotent,635873,2021-07-12 07:39:36.246440
32,33,ã°ã¬ã¼ã¹ããªã,600285,2021-07-12 07:39:36.246440
33,34,undefined,582841,2021-07-12 07:39:36.246440
34,35,Rotten Lambdas,580304,2021-07-12 07:39:36.246440
35,36,Fish-Aobayama,575273,2021-07-12 07:39:36.246440
36,37,Zebra Infused Hamsters,574448,2021-07-12 07:39:36.246440
37,38,TBD,573970,2021-07-12 07:39:36.246440
38,39,THIRTEEN,563628,2021-07-12 07:39:36.246440
39,40,"Snakes, Monkeys and Two Smoking Lambdas",555265,2021-07-12 07:39:36.246440
40,41,kstm.org,532116,2021-07-12 07:39:36.246440
41,42,Skobochka,518676,2021-07-12 07:39:36.246440
42,43,Dire Kettle,516008,2021-07-12 07:39:36.246440
43,44,okaduki,515707,2021-07-12 07:39:36.246440
44,45,uni,511189,2021-07-12 07:39:36.246440
45,46,ksmlb,507162,2021-07-12 07:39:36.246440
46,47,Cult of the Bound Variable,506059,2021-07-12 07:39:36.246440
47,48,Chordify,484432,2021-07-12 07:39:36.246440
48,49,LILiK,448639,2021-07-12 07:39:36.246440
49,50,Bunny Girl Senpai,446991,2021-07-12 07:39:36.246440
50,51,Yoshida Chicken Rice,446322,2021-07-12 07:39:36.246440
51,52,xyznlp,444390,2021-07-12 07:39:36.246440
52,53,TeamDev,429643,2021-07-12 07:39:36.246440
53,54,Wheezards,428749,2021-07-12 07:39:36.246440
54,55,The Wild Lobsters,422567,2021-07-12 07:39:36.246440
55,56,EgÃ©r a marson,413405,2021-07-12 07:39:36.246440
56,57,Raging Mushrooms,408743,2021-07-12 07:39:36.246440
57,58,seladir (cw),403229,2021-07-12 07:39:36.246440
58,59,ACCESS_VIOLATION,387716,2021-07-12 07:39:36.246440
59,60,mutability,384600,2021-07-12 07:39:36.246440
60,61,Sosuupoyo(sugoi),382311,2021-07-12 07:39:36.246440
61,62,'; CREATE TABLE fun(); --,377036,2021-07-12 07:39:36.246440
62,63,Vanilla Bears,369339,2021-07-12 07:39:36.246440
63,64,The PET in the wall,365883,2021-07-12 07:39:36.246440
64,65,blue-poser,360841,2021-07-12 07:39:36.246440
65,66,Channable,355483,2021-07-12 07:39:36.246440
66,67,ATS,353254,2021-07-12 07:39:36.246440
67,68,Eldies,340713,2021-07-12 07:39:36.246440
68,69,Piggybank Software,339978,2021-07-12 07:39:36.246440
69,70,Frictionless Bananas,325969,2021-07-12 07:39:36.246440
70,71,We didn't mean to use Python,323740,2021-07-12 07:39:36.246440
71,72,Sigmoid Freud,316344,2021-07-12 07:39:36.246440
72,73,Rogue Operations,309085,2021-07-12 07:39:36.246440
73,74,cashto,305490,2021-07-12 07:39:36.246440
74,75,Nik & Tonsky,304931,2021-07-12 07:39:36.246440
75,76,trup16,297467,2021-07-12 07:39:36.246440
76,77,uguu.org,294258,2021-07-12 07:39:36.246440
77,78,code-o-matic,280229,2021-07-12 07:39:36.246440
78,79,Invisible Imp,273715,2021-07-12 07:39:36.246440
79,80,team classified,273123,2021-07-12 07:39:36.246440
80,81,The Blind Hen,268241,2021-07-12 07:39:36.246440
81,82,IKS,265871,2021-07-12 07:39:36.246440
82,83,jabber.ru,259917,2021-07-12 07:39:36.246440
83,84,Bottle kids!,252933,2021-07-12 07:39:36.246440
84,85,xyz600,239797,2021-07-12 07:39:36.246440
85,86,The aRtful MUser,221956,2021-07-12 07:39:36.246440
86,87,Goto 11,214009,2021-07-12 07:39:36.246440
87,88,Goretz,200372,2021-07-12 07:39:36.246440
88,89,make_it_stream,190192,2021-07-12 07:39:36.246440
89,90,geomon,183034,2021-07-12 07:39:36.246440
