,place,team,score,captured_at
0,1,Special Weekend,1416522,2021-07-12 03:03:37.016807
1,2,RGBTeam,1375375,2021-07-12 03:03:37.016807
2,3,Unagi,1311828,2021-07-12 03:03:37.016807
3,4,manarimo,1271116,2021-07-12 03:03:37.016807
4,5,chirijako,1230644,2021-07-12 03:03:37.016807
5,6,DiamondPrincess,1146877,2021-07-12 03:03:37.016807
6,7,All In,1139764,2021-07-12 03:03:37.016807
7,8,All your poses are belong to us,974943,2021-07-12 03:03:37.016807
8,9,Independent Set,925103,2021-07-12 03:03:37.016807
9,10,negainoido,873754,2021-07-12 03:03:37.016807
10,11,301,872955,2021-07-12 03:03:37.016807
11,12,Olympia,869506,2021-07-12 03:03:37.016807
12,13,pegovka,863141,2021-07-12 03:03:37.016807
13,14,sanma,859470,2021-07-12 03:03:37.016807
14,15,fixstars,837196,2021-07-12 03:03:37.016807
15,16,WILD BASHKORT MAGES,830864,2021-07-12 03:03:37.016807
16,17,CowDay,826151,2021-07-12 03:03:37.016807
17,18,Closed and Restricted Boltzmann Machine ,796825,2021-07-12 03:03:37.016807
18,19,iehn,785018,2021-07-12 03:03:37.016807
19,20,Pigimarl,773834,2021-07-12 03:03:37.016807
20,21,Folding at home,773290,2021-07-12 03:03:37.016807
21,22,Sosuupoyo(sugoi),746802,2021-07-12 03:03:37.016807
22,23,KMC,712147,2021-07-12 03:03:37.016807
23,24,ichyo,709374,2021-07-12 03:03:37.016807
24,25,bowwowforeach,702228,2021-07-12 03:03:37.016807
25,26,Gon the Fox,697872,2021-07-12 03:03:37.016807
26,27,The Cat is #1!!,660643,2021-07-12 03:03:37.016807
27,28,Powder,638957,2021-07-12 03:03:37.016807
28,29,Aim Tech + Godnotent,635886,2021-07-12 03:03:37.016807
29,30,codingteam,621364,2021-07-12 03:03:37.016807
30,31,lambda-llama,610718,2021-07-12 03:03:37.016807
31,32,ã°ã¬ã¼ã¹ããªã,600758,2021-07-12 03:03:37.016807
32,33,udfew,585808,2021-07-12 03:03:37.016807
33,34,Fish-Aobayama,576644,2021-07-12 03:03:37.016807
34,35,THIRTEEN,554607,2021-07-12 03:03:37.016807
35,36,Cult of the Bound Variable,552654,2021-07-12 03:03:37.016807
36,37,Rotten Lambdas,544066,2021-07-12 03:03:37.016807
37,38,undefined,534089,2021-07-12 03:03:37.016807
38,39,Skobochka,521420,2021-07-12 03:03:37.016807
