,place,team,score,captured_at
0,1,RGBTeam,1460579,2021-07-12 19:52:13.091991
1,2,Unagi,1456156,2021-07-12 19:52:13.091991
2,3,Special Weekend,1419516,2021-07-12 19:52:13.091991
3,4,manarimo,1405044,2021-07-12 19:52:13.091991
4,5,DiamondPrincess,1313666,2021-07-12 19:52:13.091991
5,6,chirijako,1310906,2021-07-12 19:52:13.091991
6,7,fixstars,1224387,2021-07-12 19:52:13.091991
7,8,All your poses are belong to us,1207561,2021-07-12 19:52:13.091991
8,9,Frictionless Bananas,1115161,2021-07-12 19:52:13.091991
9,10,Pigimarl,1113863,2021-07-12 19:52:13.091991
10,11,WILD BASHKORT MAGES,1112091,2021-07-12 19:52:13.091991
11,12,negainoido,1102427,2021-07-12 19:52:13.091991
12,13,All In,1101085,2021-07-12 19:52:13.091991
13,14,sanma,1097075,2021-07-12 19:52:13.091991
14,15,Independent Set,1091557,2021-07-12 19:52:13.091991
15,16,Closed and Restricted Boltzmann Machine ,1074403,2021-07-12 19:52:13.091991
16,17,301,1060617,2021-07-12 19:52:13.091991
17,18,Sosuupoyo(sugoi),1036054,2021-07-12 19:52:13.091991
18,19,CowDay,1010705,2021-07-12 19:52:13.091991
19,20,pegovka,964164,2021-07-12 19:52:13.091991
20,21,The Cat is #1!!,947924,2021-07-12 19:52:13.091991
21,22,Gon the Fox,945119,2021-07-12 19:52:13.091991
22,23,"Snakes, Monkeys and Two Smoking Lambdas",939810,2021-07-12 19:52:13.091991
23,24,Folding at home,926355,2021-07-12 19:52:13.091991
24,25,udfew,923755,2021-07-12 19:52:13.091991
25,26,ã°ã¬ã¼ã¹ããªã,902187,2021-07-12 19:52:13.091991
26,27,Olympia,894971,2021-07-12 19:52:13.091991
27,28,Powder,891432,2021-07-12 19:52:13.091991
28,29,KMC,870656,2021-07-12 19:52:13.091991
29,30,codingteam,855335,2021-07-12 19:52:13.091991
30,31,ichyo,841743,2021-07-12 19:52:13.091991
31,32,trup16,826825,2021-07-12 19:52:13.091991
32,33,lambda-llama,824974,2021-07-12 19:52:13.091991
33,34,iehn,815756,2021-07-12 19:52:13.091991
34,35,182020,806746,2021-07-12 19:52:13.091991
35,36,Cult of the Bound Variable,802566,2021-07-12 19:52:13.091991
36,37,Zebra Infused Hamsters,773232,2021-07-12 19:52:13.091991
37,38,bowwowforeach,758326,2021-07-12 19:52:13.091991
38,39,Rotten Lambdas,718905,2021-07-12 19:52:13.091991
39,40,Dire Kettle,699611,2021-07-12 19:52:13.091991
40,41,Fish-Aobayama,680656,2021-07-12 19:52:13.091991
41,42,okaduki,650473,2021-07-12 19:52:13.091991
42,43,The Blind Hen,636794,2021-07-12 19:52:13.091991
43,44,EgÃ©r a marson,633426,2021-07-12 19:52:13.091991
44,45,undefined,628736,2021-07-12 19:52:13.091991
45,46,Side Effects May Include...,625994,2021-07-12 19:52:13.091991
46,47,Aim Tech + Godnotent,619909,2021-07-12 19:52:13.091991
47,48,Skobochka,612177,2021-07-12 19:52:13.091991
48,49,Wheezards,583665,2021-07-12 19:52:13.091991
49,50,THIRTEEN,582084,2021-07-12 19:52:13.091991
50,51,uni,578828,2021-07-12 19:52:13.091991
51,52,Channable,578351,2021-07-12 19:52:13.091991
52,53,ksmlb,561640,2021-07-12 19:52:13.091991
53,54,kstm.org,558278,2021-07-12 19:52:13.091991
