,place,team,score,captured_at
0,1,Unagi,1482543,2021-07-12 13:25:51.069805
1,2,Special Weekend,1451935,2021-07-12 13:25:51.069805
2,3,RGBTeam,1419725,2021-07-12 13:25:51.069805
3,4,manarimo,1349887,2021-07-12 13:25:51.069805
4,5,chirijako,1237086,2021-07-12 13:25:51.069805
5,6,DiamondPrincess,1218275,2021-07-12 13:25:51.069805
6,7,All your poses are belong to us,1184013,2021-07-12 13:25:51.069805
7,8,All In,1127963,2021-07-12 13:25:51.069805
8,9,negainoido,1071652,2021-07-12 13:25:51.069805
9,10,fixstars,1008808,2021-07-12 13:25:51.069805
10,11,WILD BASHKORT MAGES,1005192,2021-07-12 13:25:51.069805
11,12,sanma,999460,2021-07-12 13:25:51.069805
12,13,Closed and Restricted Boltzmann Machine ,994654,2021-07-12 13:25:51.069805
13,14,Sosuupoyo(sugoi),960542,2021-07-12 13:25:51.069805
14,15,Independent Set,934740,2021-07-12 13:25:51.069805
15,16,301,909708,2021-07-12 13:25:51.069805
16,17,Frictionless Bananas,909050,2021-07-12 13:25:51.069805
17,18,Pigimarl,902249,2021-07-12 13:25:51.069805
18,19,Olympia,897191,2021-07-12 13:25:51.069805
19,20,pegovka,888714,2021-07-12 13:25:51.069805
20,21,Folding at home,869702,2021-07-12 13:25:51.069805
21,22,CowDay,864844,2021-07-12 13:25:51.069805
22,23,The Cat is #1!!,859601,2021-07-12 13:25:51.069805
23,24,Powder,859559,2021-07-12 13:25:51.069805
24,25,"Snakes, Monkeys and Two Smoking Lambdas",820719,2021-07-12 13:25:51.069805
25,26,KMC,819406,2021-07-12 13:25:51.069805
26,27,lambda-llama,813351,2021-07-12 13:25:51.069805
27,28,trup16,809968,2021-07-12 13:25:51.069805
28,29,iehn,805807,2021-07-12 13:25:51.069805
29,30,udfew,793606,2021-07-12 13:25:51.069805
30,31,Gon the Fox,788983,2021-07-12 13:25:51.069805
31,32,ichyo,749568,2021-07-12 13:25:51.069805
32,33,bowwowforeach,746267,2021-07-12 13:25:51.069805
33,34,Cult of the Bound Variable,743447,2021-07-12 13:25:51.069805
34,35,codingteam,708116,2021-07-12 13:25:51.069805
35,36,Rotten Lambdas,683260,2021-07-12 13:25:51.069805
36,37,Side Effects May Include...,638520,2021-07-12 13:25:51.069805
37,38,Aim Tech + Godnotent,633456,2021-07-12 13:25:51.069805
38,39,Dire Kettle,627443,2021-07-12 13:25:51.069805
39,40,Zebra Infused Hamsters,620547,2021-07-12 13:25:51.069805
40,41,Fish-Aobayama,608549,2021-07-12 13:25:51.069805
41,42,okaduki,599950,2021-07-12 13:25:51.069805
