,place,team,score,captured_at
0,1,Special Weekend,1398293,2021-07-12 01:23:15.446296
1,2,RGBTeam,1341872,2021-07-12 01:23:15.446296
2,3,Unagi,1289234,2021-07-12 01:23:15.446296
3,4,manarimo,1275883,2021-07-12 01:23:15.446296
4,5,chirijako,1198747,2021-07-12 01:23:15.446296
5,6,All In,1137386,2021-07-12 01:23:15.446296
6,7,DiamondPrincess,1120169,2021-07-12 01:23:15.446296
7,8,Independent Set,924469,2021-07-12 01:23:15.446296
8,9,301,859401,2021-07-12 01:23:15.446296
9,10,Olympia,852616,2021-07-12 01:23:15.446296
10,11,fixstars,840396,2021-07-12 01:23:15.446296
11,12,pegovka,833107,2021-07-12 01:23:15.446296
12,13,sanma,823151,2021-07-12 01:23:15.446296
13,14,negainoido,807071,2021-07-12 01:23:15.446296
14,15,iehn,789948,2021-07-12 01:23:15.446296
15,16,CowDay,769162,2021-07-12 01:23:15.446296
16,17,Folding at home,750948,2021-07-12 01:23:15.446296
17,18,Sosuupoyo(sugoi),748223,2021-07-12 01:23:15.446296
18,19,bowwowforeach,706821,2021-07-12 01:23:15.446296
19,20,Closed and Restricted Boltzmann Machine ,699210,2021-07-12 01:23:15.446296
20,21,Gon the Fox,698700,2021-07-12 01:23:15.446296
21,22,WILD BASHKORT MAGES,686567,2021-07-12 01:23:15.446296
22,23,ichyo,671892,2021-07-12 01:23:15.446296
23,24,KMC,660132,2021-07-12 01:23:15.446296
24,25,Aim Tech + Godnotent,636656,2021-07-12 01:23:15.446296
25,26,Powder,607150,2021-07-12 01:23:15.446296
26,27,lambda-llama,595691,2021-07-12 01:23:15.446296
27,28,codingteam,590041,2021-07-12 01:23:15.446296
28,29,udfew,588915,2021-07-12 01:23:15.446296
29,30,Fish-Aobayama,576887,2021-07-12 01:23:15.446296
30,31,THIRTEEN,555216,2021-07-12 01:23:15.446296
31,32,Rotten Lambdas,545434,2021-07-12 01:23:15.446296
32,33,The Cat is #1!!,532753,2021-07-12 01:23:15.446296
33,34,undefined,522624,2021-07-12 01:23:15.446296
34,35,Skobochka,522553,2021-07-12 01:23:15.446296
35,36,Cult of the Bound Variable,505841,2021-07-12 01:23:15.446296
36,37,kstm.org,505545,2021-07-12 01:23:15.446296
37,38,"Snakes, Monkeys and Two Smoking Lambdas",505075,2021-07-12 01:23:15.446296
38,39,Side Effects May Include...,490616,2021-07-12 01:23:15.446296
39,40,Zebra Infused Hamsters,478630,2021-07-12 01:23:15.446296
40,41,okaduki,470195,2021-07-12 01:23:15.446296
41,42,Pigimarl,465334,2021-07-12 01:23:15.446296
42,43,Chordify,453222,2021-07-12 01:23:15.446296
43,44,Bunny Girl Senpai,447176,2021-07-12 01:23:15.446296
44,45,Yoshida Chicken Rice,447175,2021-07-12 01:23:15.446296
45,46,ã°ã¬ã¼ã¹ããªã,440271,2021-07-12 01:23:15.446296
46,47,trup16,409727,2021-07-12 01:23:15.446296
47,48,ksmlb,407495,2021-07-12 01:23:15.446296
48,49,LILiK,390802,2021-07-12 01:23:15.446296
49,50,mutability,384758,2021-07-12 01:23:15.446296
50,51,cwfork,373133,2021-07-12 01:23:15.446296
51,52,Raging Mushrooms,364018,2021-07-12 01:23:15.446296
52,53,Wheezards,358481,2021-07-12 01:23:15.446296
53,54,xyznlp,357562,2021-07-12 01:23:15.446296
54,55,ATS,353556,2021-07-12 01:23:15.446296
55,56,blue-poser,352517,2021-07-12 01:23:15.446296
