,place,team,score,captured_at
0,1,Unagi,1481692,2021-07-12 13:10:47.753914
1,2,Special Weekend,1451935,2021-07-12 13:10:47.753914
2,3,RGBTeam,1419725,2021-07-12 13:10:47.753914
3,4,manarimo,1349887,2021-07-12 13:10:47.753914
4,5,chirijako,1235519,2021-07-12 13:10:47.753914
5,6,DiamondPrincess,1218275,2021-07-12 13:10:47.753914
6,7,All your poses are belong to us,1184013,2021-07-12 13:10:47.753914
7,8,All In,1127963,2021-07-12 13:10:47.753914
8,9,negainoido,1068956,2021-07-12 13:10:47.753914
9,10,fixstars,1008808,2021-07-12 13:10:47.753914
10,11,WILD BASHKORT MAGES,1005192,2021-07-12 13:10:47.753914
11,12,sanma,999460,2021-07-12 13:10:47.753914
12,13,Closed and Restricted Boltzmann Machine ,991503,2021-07-12 13:10:47.753914
13,14,Sosuupoyo(sugoi),960542,2021-07-12 13:10:47.753914
14,15,Independent Set,925673,2021-07-12 13:10:47.753914
15,16,301,909708,2021-07-12 13:10:47.753914
16,17,Frictionless Bananas,909050,2021-07-12 13:10:47.753914
17,18,Pigimarl,902249,2021-07-12 13:10:47.753914
18,19,Olympia,897191,2021-07-12 13:10:47.753914
19,20,pegovka,888714,2021-07-12 13:10:47.753914
20,21,Folding at home,869702,2021-07-12 13:10:47.753914
21,22,Powder,859559,2021-07-12 13:10:47.753914
22,23,The Cat is #1!!,859423,2021-07-12 13:10:47.753914
23,24,CowDay,853625,2021-07-12 13:10:47.753914
24,25,"Snakes, Monkeys and Two Smoking Lambdas",820823,2021-07-12 13:10:47.753914
25,26,KMC,819406,2021-07-12 13:10:47.753914
26,27,lambda-llama,813351,2021-07-12 13:10:47.753914
27,28,trup16,809968,2021-07-12 13:10:47.753914
28,29,iehn,798880,2021-07-12 13:10:47.753914
29,30,udfew,793606,2021-07-12 13:10:47.753914
30,31,Gon the Fox,769243,2021-07-12 13:10:47.753914
31,32,ichyo,749440,2021-07-12 13:10:47.753914
32,33,bowwowforeach,746270,2021-07-12 13:10:47.753914
33,34,Cult of the Bound Variable,724991,2021-07-12 13:10:47.753914
34,35,codingteam,708116,2021-07-12 13:10:47.753914
35,36,Rotten Lambdas,675912,2021-07-12 13:10:47.753914
36,37,Side Effects May Include...,638520,2021-07-12 13:10:47.753914
37,38,Aim Tech + Godnotent,633456,2021-07-12 13:10:47.753914
38,39,Zebra Infused Hamsters,620547,2021-07-12 13:10:47.753914
39,40,Dire Kettle,609933,2021-07-12 13:10:47.753914
40,41,Fish-Aobayama,608549,2021-07-12 13:10:47.753914
41,42,okaduki,599950,2021-07-12 13:10:47.753914
42,43,undefined,591528,2021-07-12 13:10:47.753914
43,44,ã°ã¬ã¼ã¹ããªã,589503,2021-07-12 13:10:47.753914
44,45,TBD,588191,2021-07-12 13:10:47.753914
45,46,THIRTEEN,587660,2021-07-12 13:10:47.753914
46,47,Skobochka,579745,2021-07-12 13:10:47.753914
47,48,EgÃ©r a marson,549776,2021-07-12 13:10:47.753914
48,49,kstm.org,548296,2021-07-12 13:10:47.753914
49,50,Chordify,521037,2021-07-12 13:10:47.753914
50,51,ksmlb,516266,2021-07-12 13:10:47.753914
51,52,uni,502738,2021-07-12 13:10:47.753914
52,53,xyznlp,476098,2021-07-12 13:10:47.753914
53,54,LILiK,457485,2021-07-12 13:10:47.753914
54,55,Raging Mushrooms,453923,2021-07-12 13:10:47.753914
55,56,The Wild Lobsters,447226,2021-07-12 13:10:47.753914
56,57,The Blind Hen,445031,2021-07-12 13:10:47.753914
57,58,Bunny Girl Senpai,445015,2021-07-12 13:10:47.753914
58,59,Yoshida Chicken Rice,443345,2021-07-12 13:10:47.753914
59,60,Wheezards,435479,2021-07-12 13:10:47.753914
60,61,Invisible Imp,434331,2021-07-12 13:10:47.753914
61,62,TeamDev,427902,2021-07-12 13:10:47.753914
62,63,seladir (cw),410323,2021-07-12 13:10:47.753914
63,64,ACCESS_VIOLATION,399369,2021-07-12 13:10:47.753914
64,65,Eldies,394654,2021-07-12 13:10:47.753914
65,66,Nik & Tonsky,387766,2021-07-12 13:10:47.753914
66,67,mutability,382638,2021-07-12 13:10:47.753914
67,68,Vanilla Bears,377859,2021-07-12 13:10:47.753914
68,69,'; CREATE TABLE fun(); --,374946,2021-07-12 13:10:47.753914
69,70,Channable,368159,2021-07-12 13:10:47.753914
70,71,Piggybank Software,362790,2021-07-12 13:10:47.753914
71,72,The PET in the wall,361386,2021-07-12 13:10:47.753914
72,73,blue-poser,359415,2021-07-12 13:10:47.753914
73,74,code-o-matic,357406,2021-07-12 13:10:47.753914
74,75,ATS,352994,2021-07-12 13:10:47.753914
75,76,Goretz,350689,2021-07-12 13:10:47.753914
76,77,We didn't mean to use Python,337644,2021-07-12 13:10:47.753914
