,place,team,score,captured_at
0,1,Unagi,1481900,2021-07-12 13:30:52.219827
1,2,Special Weekend,1451244,2021-07-12 13:30:52.219827
2,3,RGBTeam,1419039,2021-07-12 13:30:52.219827
3,4,manarimo,1417949,2021-07-12 13:30:52.219827
4,5,chirijako,1236395,2021-07-12 13:30:52.219827
5,6,DiamondPrincess,1218145,2021-07-12 13:30:52.219827
6,7,All your poses are belong to us,1173946,2021-07-12 13:30:52.219827
7,8,All In,1127623,2021-07-12 13:30:52.219827
8,9,negainoido,1071239,2021-07-12 13:30:52.219827
9,10,fixstars,1008236,2021-07-12 13:30:52.219827
10,11,WILD BASHKORT MAGES,1004841,2021-07-12 13:30:52.219827
11,12,sanma,998967,2021-07-12 13:30:52.219827
12,13,Closed and Restricted Boltzmann Machine ,994320,2021-07-12 13:30:52.219827
13,14,Sosuupoyo(sugoi),960215,2021-07-12 13:30:52.219827
14,15,Independent Set,934488,2021-07-12 13:30:52.219827
15,16,301,909395,2021-07-12 13:30:52.219827
16,17,Frictionless Bananas,908500,2021-07-12 13:30:52.219827
17,18,Pigimarl,901973,2021-07-12 13:30:52.219827
18,19,Olympia,896868,2021-07-12 13:30:52.219827
19,20,pegovka,888310,2021-07-12 13:30:52.219827
20,21,Folding at home,869524,2021-07-12 13:30:52.219827
21,22,CowDay,864777,2021-07-12 13:30:52.219827
22,23,The Cat is #1!!,859343,2021-07-12 13:30:52.219827
23,24,Powder,859320,2021-07-12 13:30:52.219827
24,25,"Snakes, Monkeys and Two Smoking Lambdas",820413,2021-07-12 13:30:52.219827
25,26,KMC,819139,2021-07-12 13:30:52.219827
26,27,lambda-llama,813351,2021-07-12 13:30:52.219827
27,28,trup16,811315,2021-07-12 13:30:52.219827
28,29,Gon the Fox,807031,2021-07-12 13:30:52.219827
29,30,iehn,805598,2021-07-12 13:30:52.219827
30,31,udfew,793543,2021-07-12 13:30:52.219827
31,32,ichyo,752607,2021-07-12 13:30:52.219827
